Title,Cleaned_Description
Event Horizon,"기억 상실증 우주 비행사는 코스모스들 사이에서 알려지지 않은 위치에 예정되지 않은 착륙 후 혼란스러워진다. 누구세요? 어디세요? 그리고 왜 여기에 있습니까? 어떤 전화, 공허의 스타가 기다리고 있습니다. 황량한 외부, 무성한 내부 및 결정화 된 중심을 통해 싸울 때 우주 비행사의 기억을 되 찾으십시오. 최첨단 Nexus-BHG 또는 Nexus-Black Hole Gun, 블랙홀의 힘을 단일 버스트로 활용하고 응축 할 수있는 강력한 금속 덩어리. 다른 모든 것이 실패하면 우주 비행사는 표준 발행 블래스터를 업그레이드하여 Nexus-BHG의 강점을 경쟁하려고 시도 할 수 있습니다. 이벤트 수평선의 어두운 틈새에 서식하는 이상은 알 수없는 외계인의 생명체를 알 수 없으며, 인간적으로 친숙한 곳에서 형식 적으로 모호한 것에 이르기까지 다양합니다. 우주 비행사는이 생물들을 찾고 스캔하여 그들에 대해 더 많이 배워야합니다. 그들은 똑똑합니까? 그들은 왜 말할 수 있습니까? 하나는 우주 비행사가 걸어가는 것을 보며 다른 하나는 우주 비행사 다리에 달라 붙습니다. 이 멀티 클래스 적은 위협 수준에 따라 다르며 우주 비행사는 적합한대로 처리해야합니다. 경고하십시오. 우주 비행사의 건틀릿에 부착 된 Omniscanner는 이벤트 지평에서 발견 된 모든 생명 형태를 스캔하고 스캔 한 물체를 실시간으로 분석 할 수 있습니다. 모든 데이터는 로그 북에서 추적되며 정보는 우주 비행사가 알지 못한 채 비밀리에 지구로 전송됩니다. 로그 북 (로그) 로그 북도 로그 북은 마더 보드의 확장 인 우주 비행사에게 첨부 된 장치입니다. 이 장치는 우주 비행사가 Omniscanner로 스캔 한 모든 것에 대한 데이터를 저장하고 검색합니다. 또한 우주 비행사는 우주선에 직접 만나지 않고 마더 보드의 기능을 활용할 수 있습니다. 로그 북은 정보를 마더 보드로 돌려 보내고 우주 비행사의 건강을 추적하도록 프로그래밍됩니다. Quantum stabilizer는 ███████████를 안정화시키고 근처의 물질을 성장 시키거나 소비하지 못하게하는 장치입니다. 이 장치는 양자 력을 캡처, 조작 및 활용할 수있는 용기입니다. 우주 비행사가 객체에서 소스에 다시 반사되는 고주파 전자기파의 펄스를 추적 할 수있는 레이더 장치. 우주 비행사는이 장치를 활용하여 시간과 공간의 리프트를 추적하여 마더 보드 시스템을 통해 블랙홀 층 사이를 이동할 수 있습니다. “공간과 시간의 중심”으로 알려진 미지의 단체. 현지 이상은 이것이 존재하고 이벤트 수평선의 층에 깊이 존재한다는 사실을 제외하고는 이것에 대해 많이 알지 못합니다. 또한 시간을 역전시키는 능력을 포함하여 우주의 힘을 유지한다는 소문도 있습니다."
Ribbit Rampage,Ribbit Rampage는 개구리를 먹는 벌레에 대한 빠르게 진행되는 하향식 슈터입니다. 개구리는 한 가지만 할 수 있습니다. 혀를 연장하십시오. 그러나이 한 가지 행동은 동시에 움직이고 적을 손상시키고 적을 먹으며 발사체를 편향시키는 방법입니다. 당신은 곧 화면 전체를 열광적으로 클릭하여 무시 무시한 버그의 끝없는 파도를 막을 것입니다. 그리고 우선 순위를 정하기 위해 어떤 적을 관리 해야하는지 끊임없이 관리해야합니다. 각각의 새로운 난이도는 점수 임계 값 뒤에 게이트됩니다. 따라서 게임의 더 열렬한 부분으로 진전하기 위해 좋은 달리기를하십시오. 탐욕스러운 슈퍼 무거운 적을 꺼내서 자신을 증명하십시오. 보너스 포인트에 대한 애매한 지렁이 후 추격. 그리고 거대한 승수를 위해 꿀벌의 스팅거를 많은 적들에게 편향시킬 수있는 완벽한 기회를 찾으십시오.
Endless Ascent,끝없는 탑에 갇혀 있습니다. 당신은 10 레벨을 거쳐야합니다. 항상 레벨 힌트를 읽으십시오 + 모든 코너를 검사하여 필요한 유용한 개체를 검사하십시오!
A Living Room,"당신은 방에있는 남자입니다. 연옥의 꼭두각시. 디지털 교도소에서 육체를 시뮬레이션했습니다. 탈출이 없습니다. 당신은 프로그램되지 않았기 때문에 비명을 지르지 않을 것입니다. 당신의 선택은 중요한 것만 큼 중요하므로 막대는 상당히 낮습니다. ""거실""은 1 시간 이내에 마무리 할 수있는 짧은 포인트 앤 클릭 비 컨벤션입니다. 서둘러주세요. 모두 곧 끝날 것입니다. 아무것도 그렇게 느끼지 못했습니다."
Bugnauts!,"버그 나트에서 플레이어는 클로이의 역할을 맡고 있습니다. 클로이 (Chloe)의 역할을 맡고 있습니다. 클로이 (Chloe)의 역할을 맡고 있습니다. 클로이 (Chloe)의 역할을 맡고 있습니다. 클로이 (Chloe)의 역할을 맡고 있습니다. 클로이 (Chloe)의 역할을 맡고 있습니다. 클로이 (Chloe)의 역할을 맡고 있습니다. 클로이 (Chloe)의 역할을 맡고 있습니다. 클로이 (Chloe)의 역할을 맡고 있습니다. 클로이 (Chloe)의 역할을 맡고 있습니다. 젊은 곤충 학자 인 젊은 곤충 학자는 해안을 가로 질러 혼란스러워하는 거대한 팬텀 버그로부터 집을 구하기로 결심했습니다. 그녀의 신뢰할 수있는 그물, 스윙, 점프, 그리고이 빠르게 진행되는 3D 발사체 액션 게임에서 마술처럼 손상된 곤충 무리를 통해 전투를 벌이십시오! 풍부한 환경을 탐험하고 매혹적인 곤충을 모으고 활기찬 벌레의 세계를 탐구하십시오! 게임 플레이 기능은 빠르게 진행되는 전투에 참여하여 클로이의 그물을 사용하여 자란 적들에게 던진 발사체를 잡고 힘으로 다시 스윙합니다! 클로이로서 당신은 유령 화 된 벌레의 무리에 직면하게 될 것입니다. 독특한 공격으로 그들을 대기하기를 기다리는 많은 적들에게 직면하십시오. 세계를 가로 지르고 무성한 섬 숲에서 미완성 리조트까지 숨겨진 물건을 모으십시오. 클로이의 여정은 탐험 할 기회로 가득 차 있습니다. 그녀의 점프와 대시 능력을 사용하여 클로이는 섬의 새로운 지역에 도달 할 수 있습니다. 그물을 사용하여 발견되기를 기다리는 숨겨진 수집 가능한 버그를 잡으십시오. 필드 가이드를 완성하기 위해 모두 수집하십시오!"
Brinkmanship,"Brinkshipsmanship은 코스를 비밀리에 바꾸었던 식민지 선에 대한 1 인칭 공상 과학 미스터리입니다. 배에는 30,000 명이 있으며 평생 20 년 동안 여행 해 왔습니다. 이제 약속 된 미래는 사라지고 있습니다. 플레이어는 배를 조사하여 무슨 일이 일어나고 있는지 알아 내고 선장의 선장과 대면하여 다시 시작해야합니다. Brinkship은 폭력에 대한 대화를 강조하지만 총을 테이블 위에 남겨 둡니다. 숨겨진 진실을 밝혀 내면서 스릴 넘치는 공상 과학 음모가 사라지는 이야기에 몰입하고, 암호의 동기를 해독하면서 선박을 코스를 벗어나십시오. 각 계시록마다 스테이크가 높아지고 당신이 알고있는 모든 사람들의 운명은 균형에 매달려 있습니다. 역동적 인 상호 작용은 중요한 대화 중에 무기를 끌어 들이고, 적게 또는 발사하는 옵션으로 캐릭터 대화 암에 영향을 미치며, 선택의 힘은 말을 넘어서서 긴장의 층을 추가합니다. 미묘한 힘의 위협이나 외교의 구속으로 이야기에 영향을 미쳐 진화하는 이야기를 예기치 않은 방식으로 형성합니다. 승무원의 운명을 안내하려면 폭력이나 웅변을 선택하여 식민지 배에 탑승 한 30,000 명의 영혼의 운명을 안내하십시오. 폭력의 길을 밟고 지배력과 통제를 주장 할 것인가, 아니면 사건의 과정을 흔들기 위해 웅변과 협상에 의존 할 것인가? 어쩌면 당신은 당신의 고발을 사라지기 위해 뇌물을받을 것입니다 ... Brinkship은 전략적 의사 결정의 독특한 조화를 제공합니다. 여기서 당신의 선택은 광대 한 공간에 걸쳐 반향하여 당신이 약속 한 세계에 배달하기 위해 태어난 배를 운명합니다. Brinkship은 USC 학생들에 의해 만들어졌으며 USC Games Publishing Association을 통해 출판되었습니다. 자세한 내용은 출판 페이지를 방문하십시오. 세계의 #1 게임 프로그램 인 USC Games 프로그램에 대한 자세한 내용은 상점 페이지 오른쪽에 나열된 웹 사이트를 방문하십시오."
Split Personality Doctor: Prologue,"작은 마을의 한 의사는 갑자기 몸을 축소 할 수있는 능력을 얻었으므로 환자의 신체의 바이러스를 제거하여 몸을 다양한 환자의 신체로 축소하고 질병을 치료했습니다. 소환 전투 지배 : 의사 자신은 공격 능력을 가지고 있지만 주로 소환을 통해 싸워야합니다. 기술을 유발하기 위해 소환장과 협력하십시오. 각 소환에는 고유 한 특수 공격 모드가 있으며, 이는 더 강력한 소환을 만들기 위해 업그레이드 및 합성 할 수 있습니다."
클론 워,"게임에 대하여 ""클론 워""는 몰려오는 클론들과의 싸움으로부터 살아남아야 하는 게임입니다. 당신은 얼마나 오랫동안 살아남을 수 있을까요? 적들과 싸우고 강해지자 게임은 로그라이크 방식으로 진행되며, 스테이지가 진행될수록 적들은 강해집니다. 스테이지를 클리어하면 보상이 주어지고 당신 역시 성장할 것입니다. 자신을 치장하자 게임이 끝나면 결과에 따라 재화를 얻을 수 있으며, 이 재화는 상점을 이용할 때 사용할 수 있습니다. 캐릭터의 외형은 물론 액세서리, 이펙트까지 자신을 개성 넘치게 꾸며봅시다. 기록을 남기자 최고 스테이지 레벨, 쓰러뜨린 적의 수 등 여러 기록을 확인할 수 있습니다. 일부 기록은 순위에 올라 다른 사람도 확인할 수 있으니, 높은 성적을 노려봅시다. 조작법"
Tactishia,Tactishia Tactical Board 게임은 체스와 약간 유사하지만 더 나은 전술적 측면을 사용하여 더 나은 전장 경험을 시뮬레이션합니다. 게임에는 오프라인 옵션과 1 대 1 멀티 플레이어의 게임 로비가 있습니다. 이 게임을 사용하면 보드 당 최대 18 개의 6 가지 유형의 단위를 선택할 수 있으며 온라인 세션을 통해 각 플레이어는 보드의 각 측면에서 선택한 작품을 재구성 할 수 있습니다. 오프라인 세션을 사용하면 모든 플레이어가 사용할 조각을 자유롭게 선택할 수 있습니다.
Vest A Life,"세상을 고정하기에는 너무 늦었습니다. 전쟁, 화학 물질, 핵, 지구 온난화 및 광범위한 플라스틱 오염으로 인해 문제가 너무 늦어서 문제가 발생하여 모든 인류가 가격을 지불합니다. 지도 주변의 군사 산적 및 기타 생존자들과 싸우는 3 인칭 샷. 자신을 안전하게 지키고 습격에서 살아 남기 위해 모든 자원을 얻거나 적에게서 총알 하나만 잃어 버리십시오. 업그레이드하여 모든 장비, 은신처 및 장비를 업그레이드하여 매 경기마다 스스로 준비하십시오. 당신의 빌드를 최대한 꺼내고 당신 앞에있는 모든 적과 싸우십시오. 주최하거나 세션에 참여하여 친구와 함께 플레이하고 살아남거나… 대신 그들과 싸우십시오!. Sarasin 지역의 큰 보스 인 'Garry'에서만 떨어질 수있는 SVN 저격 소총 유형의 총을 구입하십시오. 태국에서 가장 유명한 도시 중 하나에서‘푸켓’을 즐기십시오. 푸켓에서만 볼 수있는 뛰어난 랜드 마크와 함께!"
Poop Rocket,"똥 로켓은 똥 파워 미터가 다 떨어지기 전에 잔해와 외계인을 통해 당신의 길을 촬영하는 캐주얼 게임입니다. 파편과 외계인을 피하거나 손상을 입히고 죽을 것입니다. 게임은 키보드로 제어됩니다. 화살표를 사용하여 탐색하고 우주선을 사용하여 적에게 폭탄을 떨어 뜨립니다. 게임은 현재 한 레벨에 있습니다. 각 플레이마다 가장 높은 점수를 얻으십시오. 맞춤형 손으로 그린 ​​자산 으로이 공상 과학 2D 슈터를 즐기십시오. 똥 로켓 사령관에 대해 알아 보려면 아래를 참조하십시오. 예측할 수없는 위를 가진 눈에 띄지 않는 동료 인 Smigo 사령관은 거주 가능한 행성을 정찰하는 일상적인 임무를 수행했습니다. 운명은 다른 계획을 가지고있었습니다. 그의 항해 속에서 스미고의 로켓은 배의 화장실에 자리 잡고있는 동안 치명적인 폭발을당했습니다. 화장실의 튼튼한 벽에 기적적으로 차폐 된 Smigo는 폭발에서 살아 남았지 만 이제는 광대 한 공간의 넓은 공간에 적갈색을 띠었습니다. Smigo의 유일한 추진 수단은 자신을 완화해야 할 끊임없는 필요성에서 비롯되었습니다. 이 신체 기능은 공간의 위험에 대한 그의 유일한 무기와 방어 메커니즘 역할을합니다. 소용돌이 치는 파편과 숨어있는 외계의 위험 속에서 Smigo의 여정에는 위험이 있습니다. 문제를 더욱 복잡하게하기 위해 Smigo는 지속적인 신체 활동을 유지하기 위해 생계와 커피 섭취를 신중하게 관리해야합니다. 공간의 진공 상태에서 모든 SIP와 Morsel은 생존과 사망의 차이를 의미 할 수 있습니다. Smigo가 우주를 항해함에 따라, 그는 우주 쓰레기를 피하는 것에서부터 잃어버린 외계인 단체를 막는 것에 이르기까지 무수한 도전에 직면 해 있습니다. 그러나 그의 불굴의 정신과 독특한 똥의 무기로, 스미고는 모험을 떠나 미지의 것을 정복하고 집으로 전화 할 새로운 행성을 찾기로 결심했다."
NoteCaptor,"음악 노트를 읽는 법을 배우는 데 도움이되는 비디오 게임! ""Notecaptor""는 트레블 클리프와베이스 영리에서 가장 일반적인 노트를 외우는 데 도움이됩니다. 음악을 배우고 싶은 사람들, 특히 피아노 연주를 배우는 사람들에게 유익한 도구입니다. 사전 지식이나 경험이 필요하지 않습니다. 초보자 친화적입니다!"
